0	0.0793457	0.06790161	0.05340576	0.21591187	0.07858276	0.07019043	-0.04348755	0.15487671	0.06637573	0.16784668	0.07171631
0.0001	0.09231567	0.0289917	0.02059937	0.18234253	0.08544922	0.10528564	-0.03814697	0.1625061	0.02593994	0.13504028	0.08010864
0.0002	0.12283325	-0.00152588	-0.01525879	0.17700195	0.10528564	0.13961792	-0.04577637	0.15335083	0.01983643	0.05645752	0.04882812
0.0003	0.1373291	-0.04653931	0.01678467	0.17547607	0.1159668	0.16784668	-0.07171631	0.14038086	0.00991821	0.02975464	0.03204346
0.0004	0.13580322	-0.07553101	0.00457764	0.18768311	0.14953613	0.16098022	-0.09994507	0.16021729	0.01449585	0.02288818	0.02288818
0.0005	0.11978149	-0.08010864	0.01983643	0.18386841	0.1373291	0.16098022	-0.13504028	0.16555786	-0.00534058	0.03051758	0.01525879
0.0006	0.1159668	-0.07476807	0.03128052	0.21514893	0.13961792	0.16098022	-0.13046265	0.13885498	-0.025177	0.02365112	-0.00457764
0.0007	0.11672974	-0.06942749	0.03585815	0.21896362	0.13656616	0.17242432	-0.14724731	0.14038086	-0.03356934	0.02059937	-0.00457764
0.0008	0.11749268	-0.05722046	0.02288818	0.20065308	0.11749268	0.19302368	-0.15335083	0.15945435	-0.01983643	0.01373291	-0.00152588
0.0009	0.10986328	-0.0541687	0.025177	0.20446777	0.09994507	0.21286011	-0.1625061	0.15487671	-0.02670288	0.01449585	-0.00991821
0.001	0.12893677	-0.06103516	0.0038147	0.20370483	0.09994507	0.22583008	-0.15563965	0.15945435	-0.03662109	0.04653931	-0.01907349
0.0011	0.12359619	-0.07476807	-0.00076294	0.17242432	0.09536743	0.22125244	-0.15029907	0.14419556	-0.02441406	0.03204346	0.01220703
0.0012	0.10299683	-0.05722046	-0.03128052	0.12664795	0.07476807	0.21591187	-0.1449585	0.14648437	0.00457764	0.0289917	0.01831055
0.0013	0.08468628	-0.05493164	-0.07171631	0.14266968	0.07095337	0.21591187	-0.14572144	0.12664795	0.02975464	0.03814697	0.03967285
0.0014	0.09994507	-0.05264282	-0.09536743	0.16098022	0.07095337	0.20980835	-0.16708374	0.12283325	0.03890991	0.03356934	0.08087158
0.0015	0.11672974	-0.050354	-0.07553101	0.15335083	0.06103516	0.18310547	-0.18005371	0.12283325	0.0289917	0.02975464	0.09307861
0.0016	0.1121521	-0.06256104	-0.04806519	0.14266968	0.04272461	0.16784668	-0.18081665	0.11520386	0.00228882	0.01983643	0.09460449
0.0017	0.10910034	-0.07095337	-0.0579834	0.12893677	0.06103516	0.15487671	-0.19378662	0.11749268	-0.01678467	0.02059937	0.07476807
0.0018	0.11138916	-0.07247925	-0.07247925	0.13122559	0.07858276	0.13504028	-0.18539429	0.10681152	-0.01220703	0.03967285	0.04806519
0.0019	0.10986328	-0.05569458	-0.09536743	0.14343262	0.0793457	0.12817383	-0.18920898	0.13656616	0.00305176	0.05722046	0.03051758
0.002	0.10910034	-0.03890991	-0.11062622	0.1625061	0.07019043	0.1083374	-0.19378662	0.15869141	-0.0038147	0.06637573	0.03433228
0.0021	0.04653931	-0.02288818	-0.10757446	0.16174316	0.06637573	0.07553101	-0.17852783	0.11062622	-0.00457764	0.10375977	0.02822876
0.0022	0.0579834	-0.00762939	-0.11138916	0.17852783	0.04196167	0.06256104	-0.13580322	0.11291504	0	0.12893677	0.03051758
0.0023	0.07171631	-0.01068115	-0.09536743	0.17700195	0.01144409	0.06484985	-0.1083374	0.13427734	-0.01678467	0.10910034	0.03509521
0.0024	0.07019043	-0.06027222	-0.09613037	0.16860962	0.02365112	0.08392334	-0.08621216	0.15563965	-0.03051758	0.10299683	0.06790161
0.0025	0.08087158	-0.03662109	-0.09994507	0.1625061	0.04882812	0.09841919	-0.09841919	0.18310547	-0.04272461	0.11444092	0.05874634
0.0026	0.08773804	-0.02975464	-0.09841919	0.16937256	0.04806519	0.08773804	-0.10757446	0.17700195	-0.06103516	0.10147095	0.06408691
0.0027	0.10757446	-0.01907349	-0.09536743	0.18005371	0.050354	0.10452271	-0.10681152	0.16326904	-0.04653931	0.08926392	0.04577637
0.0028	0.09384155	-0.02059937	-0.09002686	0.1739502	0.06103516	0.13198853	-0.11901855	0.15258789	-0.03356934	0.09689331	0.0289917
0.0029	0.09231567	-0.0328064	-0.08087158	0.17242432	0.08239746	0.10757446	-0.11978149	0.16021729	-0.03814697	0.09231567	-0.0038147
0.003	0.12588501	-0.03433228	-0.07171631	0.14724731	0.09765625	0.09155273	-0.1121521	0.15258789	-0.03814697	0.1083374	-0.06103516
0.0031	0.09078979	-0.04577637	-0.04730225	0.12130737	0.12283325	0.0869751	-0.1121521	0.15106201	-0.03433228	0.07553101	-0.06103516
0.0032	0.06637573	-0.05569458	-0.0289917	0.11520386	0.12512207	0.08010864	-0.11978149	0.14648437	-0.04348755	0.07476807	-0.06408691
0.0033	0.05645752	-0.07171631	-0.01449585	0.12588501	0.09155273	0.09002686	-0.10986328	0.12817383	-0.03890991	0.06027222	-0.04272461
0.0034	0.04577637	-0.06713867	-0.01373291	0.11749268	0.07858276	0.09231567	-0.12207031	0.1449585	-0.01754761	0.07324219	-0.02746582
0.0035	0.02746582	-0.05950928	-0.0213623	0.11138916	0.08239746	0.06256104	-0.12359619	0.15029907	-0.00228882	0.08926392	-0.0289917
0.0036	0.02059937	-0.05187988	-0.03204346	0.09078979	0.09460449	0.04730225	-0.12359619	0.14724731	-0.00228882	0.08544922	-0.04730225
0.0037	0.0213623	-0.05950928	-0.0213623	0.08621216	0.09918213	0.04882812	-0.13046265	0.16555786	-0.01602173	0.07781982	-0.04501343
0.0038	0.01983643	-0.05569458	-0.0289917	0.08468628	0.08010864	0.05569458	-0.13046265	0.16021729	0.00305176	0.05645752	-0.02365112
0.0039	0.01754761	-0.04882812	-0.050354	0.08010864	0.0541687	0.06866455	-0.12435913	0.16708374	0.00076294	0.05722046	-0.02975464
0.004	0.01754761	-0.06561279	-0.05645752	0.09384155	0.02822876	0.05645752	-0.11825562	0.16021729	0.01525879	0.06256104	-0.0289917
0.0041	0.02822876	-0.07019043	-0.04882812	0.10986328	-0.00305176	0.04043579	-0.11062622	0.14038086	0.02670288	0.04196167	-0.03204346
0.0042	0.02288818	-0.09078979	-0.0213623	0.12130737	-0.0038147	0.03051758	-0.12207031	0.12359619	0.01296997	0.02059937	-0.00686646
0.0043	0.0213623	-0.10910034	0.00152588	0.11062622	-0.02365112	0.02212524	-0.12054443	0.09918213	-0.00305176	0.01907349	0.00305176
0.0044	0.02365112	-0.12741089	0.00762939	0.11520386	-0.02441406	0.01449585	-0.09994507	0.08621216	-0.00915527	0.01449585	0.00228882
0.0045	0.04272461	-0.12817383	0.01068115	0.12207031	-0.03662109	0.025177	-0.07781982	0.08926392	-0.01754761	0.00076294	0.01068115
0.0046	0.02593994	-0.1411438	-0.00610352	0.15258789	-0.05111694	0.02441406	-0.04119873	0.0869751	-0.01983643	0.00457764	0.01068115
0.0047	0.01296997	-0.13046265	-0.01602173	0.16860962	-0.04577637	0.05340576	-0.04577637	0.07324219	-0.00457764	0.00457764	0.01068115
0.0048	0.01373291	-0.13275146	0.0038147	0.13885498	-0.06408691	0.05722046	-0.02365112	0.050354	0	-0.00305176	0.01678467
0.0049	0.01068115	-0.12817383	0.0213623	0.13504028	-0.07019043	0.06561279	-0.04196167	0.03585815	0.00839233	-0.01754761	0.00839233
0.005	-0.00686646	-0.1411438	0.02975464	0.12512207	-0.0579834	0.08621216	-0.05264282	0.03890991	0.01068115	-0.02670288	0.02822876
0.0051	-0.01144409	-0.13809204	0.03433228	0.11749268	-0.05569458	0.09002686	-0.08087158	0.04577637	0.01068115	-0.00991821	0.02212524
0.0052	-0.02059937	-0.14801025	0.01983643	0.12893677	-0.05111694	0.09460449	-0.050354	0.01525879	0.00915527	-0.01144409	0.01754761
0.0053	-0.02975464	-0.16708374	0.01602173	0.13198853	-0.0617981	0.10452271	-0.0541687	0.01144409	0.00076294	-0.01373291	0.00228882
0.0054	-0.04196167	-0.15487671	0.0038147	0.14038086	-0.02441406	0.11520386	-0.0328064	0.01983643	-0.025177	-0.01373291	-0.01907349
0.0055	-0.03433228	-0.12283325	0.00686646	0.15487671	-0.00076294	0.09689331	-0.01678467	0.03204346	-0.04653931	-0.01983643	-0.04806519
0.0056	-0.01144409	-0.10681152	0.01144409	0.14648437	0.00152588	0.08392334	-0.0289917	0.05950928	-0.07095337	-0.02822876	-0.07476807
0.0057	0.01373291	-0.08621216	0.01449585	0.10757446	0.01831055	0.07400513	-0.00076294	0.07019043	-0.06637573	-0.02288818	-0.06484985
0.0058	0.01678467	-0.08239746	0.0038147	0.08850098	0.02822876	0.08239746	0.00991821	0.07171631	-0.06713867	-0.03967285	-0.04119873
0.0059	0.01525879	-0.11367798	-0.01449585	0.07553101	0.00610352	0.08468628	0.01296997	0.09460449	-0.04730225	-0.050354	-0.03128052
0.006	0.03356934	-0.12588501	-0.03662109	0.08239746	-0.00991821	0.08926392	0.0289917	0.09918213	-0.03662109	-0.04882812	-0.02212524
0.0061	0.0289917	-0.13122559	-0.04043579	0.06408691	-0.02975464	0.09078979	0.0289917	0.10070801	-0.03890991	-0.04272461	-0.00534058
0.0062	0.01831055	-0.12359619	-0.03433228	0.05950928	-0.04043579	0.08163452	0.02441406	0.09841919	-0.06790161	-0.01602173	0.01220703
0.0063	0.03585815	-0.10452271	-0.03890991	0.04730225	-0.01983643	0.07247925	0.00991821	0.12207031	-0.07705688	0.01449585	0.03738403
0.0064	0.04653931	-0.07629395	-0.03890991	0.03738403	-0.01907349	0.07095337	-0.00839233	0.13275146	-0.06332397	0.02670288	0.06942749
0.0065	0.03814697	-0.0617981	-0.0328064	0.04501343	-0.02365112	0.05950928	-0.01602173	0.15335083	-0.05569458	0.04653931	0.07629395
0.0066	0.03356934	-0.04577637	-0.01373291	0.07324219	-0.05493164	0.07019043	-0.05264282	0.16021729	-0.05569458	0.07019043	0.0793457
0.0067	0.02441406	-0.04043579	-0.00457764	0.11062622	-0.06942749	0.09536743	-0.04119873	0.13427734	-0.04348755	0.06332397	0.07247925
0.0068	0.00457764	-0.03433228	-0.00534058	0.12130737	-0.05264282	0.09155273	-0.06332397	0.16784668	-0.04806519	0.06866455	0.0793457
0.0069	0.00686646	-0.04577637	0.01144409	0.1449585	-0.050354	0.08010864	-0.07400513	0.18463135	-0.04959106	0.0617981	0.08087158
0.007	0.01296997	-0.03051758	0.02746582	0.15258789	-0.05874634	0.09765625	-0.06103516	0.17700195	-0.05340576	0.06027222	0.06942749
0.0071	0.04196167	-0.04882812	0.02975464	0.15182495	-0.10299683	0.10452271	-0.05569458	0.18539429	-0.03433228	0.04730225	0.06637573
0.0072	0.05264282	-0.07781982	0.01907349	0.14266968	-0.11291504	0.12054443	-0.05645752	0.18768311	-0.00076294	0.05264282	0.08392334
0.0073	0.05187988	-0.10757446	0.00839233	0.14572144	-0.11291504	0.10223389	-0.04653931	0.17166138	0.01907349	0.04806519	0.10070801
0.0074	0.04577637	-0.12588501	0.00152588	0.12969971	-0.12054443	0.10147095	-0.02441406	0.16326904	0.02288818	0.04501343	0.08163452
0.0075	0.05264282	-0.12664795	-0.02441406	0.1121521	-0.10299683	0.09689331	-0.02441406	0.15106201	0	0.04196167	0.05264282
0.0076	0.04577637	-0.13809204	-0.04501343	0.0831604	-0.10528564	0.0831604	-0.02059937	0.14724731	-0.0213623	0.05874634	0.08621216
0.0077	0.04196167	-0.10375977	-0.04043579	0.06713867	-0.09460449	0.09231567	-0.00610352	0.13656616	-0.03738403	0.08239746	0.11444092
0.0078	0.04425049	-0.07476807	-0.02975464	0.06332397	-0.09307861	0.11444092	0.00457764	0.13809204	-0.03128052	0.08926392	0.11444092
0.0079	0.03356934	-0.06484985	-0.04272461	0.03890991	-0.09231567	0.10986328	0.00610352	0.12664795	-0.02822876	0.11062622	0.09460449
0.008	0.03356934	-0.04806519	-0.01907349	0.04348755	-0.0793457	0.1159668	0.02441406	0.12741089	-0.03814697	0.11978149	0.10223389
0.0081	0.04959106	-0.05111694	-0.00228882	0.04501343	-0.06866455	0.10681152	0.03814697	0.10147095	-0.01754761	0.14190674	0.1159668
0.0082	0.07629395	-0.02670288	-0.00076294	0.03814697	-0.05264282	0.12283325	0.05950928	0.09918213	0	0.16021729	0.11444092
0.0083	0.09994507	-0.01373291	-0.00686646	0.04119873	-0.02288818	0.11444092	0.05340576	0.11291504	0.00839233	0.16937256	0.10452271
0.0084	0.0793457	0	-0.03204346	0.03128052	-0.01831055	0.09384155	0.04043579	0.13809204	0.01373291	0.15106201	0.10986328
0.0085	0.08163452	-0.00076294	-0.03433228	0.04272461	-0.02975464	0.06256104	0.04806519	0.1449585	0.00915527	0.13275146	0.08850098
0.0086	0.08544922	-0.02822876	-0.01907349	0.05187988	-0.01220703	0.05569458	0.06484985	0.15258789	-0.00686646	0.14266968	0.10299683
0.0087	0.08773804	-0.03356934	-0.00839233	0.06408691	-0.01907349	0.02212524	0.04653931	0.15869141	-0.01373291	0.16098022	0.11520386
0.0088	0.0579834	-0.03662109	-0.02670288	0.05111694	0.01144409	-0.0038147	0.03051758	0.20675659	-0.04577637	0.17166138	0.11138916
0.0089	0.04119873	-0.04348755	0.00762939	0.0579834	0.02746582	0.02059937	0.03051758	0.20217896	-0.07324219	0.18844604	0.08926392
0.009	0.04730225	-0.06790161	0.03509521	0.03204346	0.04806519	0.00839233	0.0289917	0.21438599	-0.07171631	0.1739502	0.1121521
0.0091	0.02288818	-0.09307861	0.03433228	0.02365112	0.05874634	0.00762939	0.01907349	0.19226074	-0.03051758	0.1625061	0.13122559
