time	0.00000000	-15.24963379	-15.26565552	-15.23208618	-15.22445679	-15.19088745	-15.22064209
0.00010000	-15.28701782	-15.28015137	-15.23513794	-15.23895264	-15.22369385	-15.24963379
0.00020000	-15.31906128	-15.26718140	-15.23971558	-15.24810791	-15.25268555	-15.27786255
0.00030000	-15.33889771	-15.24047852	-15.25955200	-15.24200439	-15.25344849	-15.29235840
0.00040000	-15.34042358	-15.23742676	-15.28625488	-15.24734497	-15.27099609	-15.33279419
0.00050000	-15.34652710	-15.25421143	-15.28320312	-15.24047852	-15.27404785	-15.33279419
0.00060000	-15.37094116	-15.25497437	-15.29235840	-15.20233154	-15.28167725	-15.33737183
0.00070000	-15.38925171	-15.23590088	-15.28701782	-15.19927979	-15.29998779	-15.35873413
0.00080000	-15.37322998	-15.24505615	-15.25955200	-15.22445679	-15.32440186	-15.36026001
0.00090000	-15.36407471	-15.25726318	-15.27328491	-15.22674561	-15.32669067	-15.36560059
0.00100000	-15.37857056	-15.28701782	-15.27938843	-15.21377563	-15.31295776	-15.34881592
0.00110000	-15.36636353	-15.30227661	-15.26794434	-15.20462036	-15.32135010	-15.36026001
0.00120000	-15.33813477	-15.27786255	-15.27481079	-15.21224976	-15.32974243	-15.37780762
0.00130000	-15.32287598	-15.26565552	-15.27786255	-15.23208618	-15.33279419	-15.38467407
0.00140000	-15.33508301	-15.25955200	-15.27175903	-15.23132324	-15.33508301	-15.37551880
0.00150000	-15.35644531	-15.27023315	-15.27938843	-15.23208618	-15.35644531	-15.36254883
0.00160000	-15.35568237	-15.28396606	-15.28320312	-15.26031494	-15.35568237	-15.37094116
0.00170000	-15.36788940	-15.31143188	-15.29846191	-15.25650024	-15.35263062	-15.38085937
0.00180000	-15.35873413	-15.31372070	-15.28930664	-15.24810791	-15.36254883	-15.38772583
0.00190000	-15.36483765	-15.31448364	-15.27938843	-15.26260376	-15.36788940	-15.37933350
0.00200000	-15.35263062	-15.31448364	-15.29083252	-15.27709961	-15.36178589	-15.39154053
0.00210000	-15.37017822	-15.31372070	-15.33737183	-15.28091431	-15.34957886	-15.38925171
0.00220000	-15.36483765	-15.33966064	-15.35186768	-15.28472900	-15.33279419	-15.38314819
0.00230000	-15.33966064	-15.37628174	-15.35034180	-15.28701782	-15.33050537	-15.37780762
0.00240000	-15.32363892	-15.36560059	-15.36636353	-15.28244019	-15.32592773	-15.38848877
0.00250000	-15.33050537	-15.34347534	-15.38696289	-15.27175903	-15.35263062	-15.39764404
0.00260000	-15.33050537	-15.35263062	-15.39459229	-15.25955200	-15.31982422	-15.32287598
0.00270000	-15.33660889	-15.36331177	-15.40527344	-15.25421143	-15.33126831	-15.33889771
0.00280000	-15.34500122	-15.36026001	-15.41213989	-15.25115967	-15.35110474	-15.33584595
0.00290000	-15.33584595	-15.37170410	-15.42358398	-15.26031494	-15.36483765	-15.36865234
0.00300000	-15.35797119	-15.37170410	-15.37246704	-15.23590088	-15.36102295	-15.35644531
0.00310000	-15.37628174	-15.36636353	-15.36102295	-15.24887085	-15.36026001	-15.36331177
0.00320000	-15.37933350	-15.36178589	-15.36941528	-15.25802612	-15.36941528	-15.36102295
0.00330000	-15.37094116	-15.36254883	-15.35949707	-15.27938843	-15.36636353	-15.35339355
0.00340000	-15.34042358	-15.37017822	-15.36254883	-15.28091431	-15.35644531	-15.35873413
0.00350000	-15.34118652	-15.33660889	-15.35644531	-15.29235840	-15.35873413	-15.36865234
0.00360000	-15.34652710	-15.34347534	-15.35339355	-15.28778076	-15.37933350	-15.36865234
0.00370000	-15.35720825	-15.36331177	-15.35034180	-15.28320312	-15.37780762	-15.36407471
0.00380000	-15.35720825	-15.37094116	-15.35644531	-15.29083252	-15.39077759	-15.36636353
0.00390000	-15.34500122	-15.36407471	-15.36636353	-15.31600952	-15.37933350	-15.38238525
0.00400000	-15.33813477	-15.36788940	-15.35186768	-15.33126831	-15.38848877	-15.39001465
