time	0.00000000	0.27465820	-0.14648437	0.40283203
0.00010000	0.18005371	-0.15869141	0.39367676
0.00020000	0.09765625	-0.15563965	0.35705566
0.00030000	0.06408691	-0.16174316	0.35400391
0.00040000	0.08544922	-0.15563965	0.30822754
0.00050000	0.10070801	-0.21362305	0.36010742
0.00060000	0.12207031	-0.29907227	0.37231445
0.00070000	0.08850098	-0.38757324	0.34484863
0.00080000	0.03051758	-0.46081543	0.32653809
0.00090000	-0.03662109	-0.50048828	0.29296875
0.00100000	-0.09765625	-0.54321289	0.32348633
0.00110000	-0.11291504	-0.53100586	0.32653809
0.00120000	-0.13122559	-0.54626465	0.33874512
0.00130000	-0.11901855	-0.54016113	0.34790039
0.00140000	-0.13732910	-0.53710937	0.30822754
0.00150000	-0.16174316	-0.54321289	0.30822754
0.00160000	-0.14953613	-0.51269531	0.28381348
0.00170000	-0.17395020	-0.45776367	0.25024414
0.00180000	-0.13122559	-0.44250488	0.24719238
0.00190000	-0.14038086	-0.41809082	0.25634766
0.00200000	-0.18310547	-0.37841797	0.23193359
0.00210000	-0.21667480	-0.38452148	0.17089844
0.00220000	-0.19531250	-0.39672852	0.17395020
0.00230000	-0.20446777	-0.36010742	0.20141602
0.00240000	-0.17395020	-0.40893555	0.20446777
0.00250000	-0.12207031	-0.45471191	0.19226074
0.00260000	-0.06408691	-0.49438477	0.21972656
0.00270000	-0.06103516	-0.53100586	0.25329590
0.00280000	0.01831055	-0.55236816	0.27465820
0.00290000	0.04577637	-0.52490234	0.30822754
0.00300000	0.08544922	-0.48828125	0.26245117
0.00310000	0.08850098	-0.47912598	0.21057129
0.00320000	0.13427734	-0.47302246	0.15869141
0.00330000	0.20751953	-0.45166016	0.02441406
0.00340000	0.21057129	-0.45471191	-0.04577637
0.00350000	0.18310547	-0.44860840	-0.03662109
0.00360000	0.21057129	-0.40893555	-0.03356934
0.00370000	0.22888184	-0.32958984	-0.06408691
0.00380000	0.26550293	-0.31433105	-0.02136230
0.00390000	0.29907227	-0.27770996	-0.01220703
0.00400000	0.28686523	-0.26855469	-0.01525879
0.00410000	0.26855469	-0.26550293	0.00610352
0.00420000	0.23193359	-0.27770996	0.03051758
0.00430000	0.19531250	-0.26855469	0.02136230
0.00440000	0.16479492	-0.28381348	0.01525879
0.00450000	0.15258789	-0.34790039	0.00610352
0.00460000	0.15258789	-0.32043457	0.02136230
